SpeciesUId,Class,Order,Name,ScientificName,Icon,Notes,Level,RedData
126,Birds,Ducks and Geese,Knob-billed Duck,Sarkidiornis melanotos,115a.png,  Large; above black; below white; head speckled black on buff; large black knob on bill of Br %; wings all dark. Inland waters in woodland. Mainly tropical. Common to abundant resident.,1,N
127,Birds,Ducks and Geese,Spur-winged Goose,Plectropterus gambensis,116a.png,  Very large; mainly glossy black; belly white; bill and legs pink. Voice wheezy cherwit. Widespread except in arid regions. Common resident.,1,N
128,Birds,Ducks and Geese,Maccoa Duck,Oxyura maccoa,117a.png,"  Medium; sits low in water, often with tail cocked up at angle. Male: body bright chestnut; head black; bill blue. Female: brown; throat and stripe under eye whitish; underwing pale. Deeper, vegetated inland waters. Widespread except in arid and wooded regions. Uncommon resident.",1,N
129,Birds,Ground Birds,Secretarybird,Sagittarius serpentarius,118a.png,"  Very large; pale whitish grey; drooping crest, tips of wings and tail, and thighs black; lower legs long, pink; orange patch around eye. Open grassland, savanna. Widespread. Mostly uncommon.",1,N
130,Birds,Vultures,Bearded Vulture,Gypaetus barbatus,119a.png,"  Very large; back, wings and wedge-shaped tail black; head whitish with narrow black mask; below yellowish rust. Mountains of Lesotho, KwaZulu-Natal, Free State and Eastern Cape. Uncommon to rare. ",1,N
131,Birds,Vultures,Egyptian Vulture,Neophron percnopterus,120a.png,"  Large; mostly white; hindwing black; tail white; bare face yellow. Open plains, mountains. Very rare straggler to Northern Province. ",1,N
132,Birds,Vultures,Hooded Vulture,Necrosyrtes monachus,121a.png,  Large; mostly blackish brown; bare head and foreneck bright pink; hindneck and leggings white; underwing all dark. Tropical woodland. Common resident. ,1,N
133,Birds,Vultures,Cape Vulture,Gyps coprotheres,122a.png,"  Very large; whitish to pale buff; wingtips, hindwings and tail black; bare head and neck bluish. Mostly mountains. Mainly s and e regions. Locally common resident. ",1,N
134,Birds,Vultures,White-backed Vulture,Gyps africanus,123a.png,  Large to very large; mostly light brown to brownish white; lower back white; hindwing and tail black; bare head and neck blackish. Savanna and bushveld. Mainly tropical. Common resident. ,1,N
135,Birds,Vultures,Rüppell’s Vulture,Gyps rueppelli,123a.png,"  Very large; above dark brown, boldly scaled buff; head and naked neck dirty white; bill pale greenish grey; underwing mottled with irregular bars. Open plains and arid regions. Very rare straggler to s Africa.",1,N
136,Birds,Vultures,Lappet-faced Vulture,Torgos tracheliotos,124a.png,"  Very large; black with contrasting white thighs, belly streaks and narrow underwing stripe at leading edge; head large, pinkish red. Savanna to desert. Mostly tropical. Uncommon to fairly common resident. ",1,N
137,Birds,Vultures,White-headed Vulture,Aegypius occipitalis,125a.png,"  Large; mostly black with white belly; underwing black with white bar and secondaries; secondaries grey in %; head whitish; bill blue at base, red at tip. Savanna. Mainly tropical. Uncommon resident. ",1,N
138,Birds,Large Birds of Prey,Black Kite,Milvus migrans,126a.png,"  Medium. Dark brown with paler head; bill black; tail forked, twisted from side to side in flight; wings long; highly gregarious. Semi-arid savanna. Widespread, mainly in N and W. Common Nonbr Palaearctic migrant.",1,N
139,Birds,Large Birds of Prey,Yellow-billed Kite,Milvus aegyptius,126a.png,,1,N
140,Birds,Large Birds of Prey,Black-shouldered Kite,Elanus caeruleus,127a.png,"  Small to medium; above dove grey with black ""shoulder"" patches; below white; rather gull-like in flight; eyes red; often wags tail when perched. Habitat variable, but not forest. Widespread. Common resident and nomad. ",1,N
141,Birds,Medium Birds of Prey,African Cuckoo Hawk,Aviceda cuculoides,128a.png,"  Medium; build stocky; above dark grey; patch on nape rufous; breast light grey; belly and underwing white or buff, coarsely barred white and rufous. Forest, woodland. From SE to NE. Uncommon resident. ",1,N
142,Birds,Medium Birds of Prey,Bat Hawk,Macheiramphus alcinus,129a.png,"  Medium; blackish brown; variable amount of white on throat with dark centre line; 2 white nape spots; eyes large, yellow; wings lond, broad, pointed. Dense woodland, riverine forest. Mainly tropical in NE. Rare resident.",1,N
143,Birds,Large Birds of Prey,European Honey Buzzard,Pernis apivorus,130a.png,"  Medium; coloration variable; all dark or light brown, sometimes streaked or barred whitish below; bill and head slender; tail pale below, with 2 broad bars at base and 1 broad bar at tip; underwing pale, banded. Woodland, forest edge. Mainly tropical NE. Scarce Nonbr Palaearctic migrant. ",1,N
144,Birds,Large Birds of Prey,Verreauxs' Eagle,Aquila verreauxii,131a.png,  Large; mostly black; lower back and V on upper back white; pale windows near wingtips. Cliffs and mountains. Widespread. Fairly common resident.,1,N
145,Birds,Large Birds of Prey,Tawny Eagle,Aquila rapax,132a.png,"  Large; looks shaggy; usually brown, but variable from dark brown to blond, usually more or less mottled; leg feathering shaggy; eyes yellow; tail rounded. Savanna, bushveld. Widespread except in extreme S. Common resident, especially in game reserves.",1,N
146,Birds,Large Birds of Prey,Steppe Eagle,Aquila nipalensis,133a.png,  Large; uniform dark brown; small ginger patch on nape; eyes dark brown; trailing edge of wing shallow S-shape. Savanna. Mainly in N. Common Nonbr Palaearctic migrant.,1,N
147,Birds,Large Birds of Prey,Lesser Spotted Eagle,Clanga pomarina,134a.png,  Large; uniform brown; leg feathering neat and narrow; eyes yellow; trailing edge of wing almost straight. Savanna. Mainly tropical. Uncommon Nonbr Palaearctic migrant.,1,N
148,Birds,Large Birds of Prey,Wahlberg’s Eagle,Hieraaetus wahlbergi,135a.png,"  Medium to large; build slender; usually uniform dark brown, rarely whitish with dark brown wings; tail longish, square; eyes dark brown; leading and trailing edges of wings almost straight. Woodland. Widespread except extreme S and arid W. Fairly common Br migrant.",1,N
149,Birds,Large Birds of Prey,Booted Eagle,Hieraaetus pennatus,136a.png,"  Medium; legs heavily feathered (booted); above mottled brown; below white or rarely dark brown; pale birds have dark throat, divided by pale line in centre; white patches on leading edges of wings (landing lights) in all forms. All habitats, except forest and desert. Widespread. Fairly common resident and Nonbr Palaearctic migrant.",1,N
150,Birds,Large Birds of Prey,African Hawk Eagle,Aquila spilogaster,137a.png,"  Large; above black; below white, heavily streaked black; leg feathering plain white; underwing black in front, white behind with black trailing edge; undertail pale, narrowly banded, with broad black terminal band. Woodland. Mainly tropical. Uncommon to fairly common resident.",1,N
151,Birds,Large Birds of Prey,Ayres Hawk Eagle,Hieraaetus ayresii,138a.png,"  Medium; above black; below white, heavily blotched with black, including feathered legs; underwing blotched black-and-white in front, banded black-and-white behind; undertail pale, coarsely barred darker. Dense woodland. Northeastern from KwaZulu-Natal to e Botswana. Uncommon resident or local migrant.",1,N
152,Birds,Large Birds of Prey,Long-crested Eagle,Lophaetus occipitalis,139a.png,"  Medium; all dark brown; crest long, floppy; large white windows near wingtips; undertail broadly banded black and white; feathered legs white in %.  Woodland. Mainly in E and NE. Fairly common resident. ",1,N
153,Birds,Large Birds of Prey,Martial Eagle,Polemaetus bellicosus,140a.png,"  Large; head, breast and upperparts dark brown; belly white, spotted dark brown; underwing mostly dark brown; wings very long and broad. Savanna to semidesert. Widespread. Uncommon to fairly common resident.",1,N
154,Birds,Large Birds of Prey,Crowned Eagle,Stephanoaetus coronatus,141a.png,  Large to very large; above slaty black; below light rufous strongly barred black; underwing strongly banded. Evergreen forest. Mainly eastern. Common resident.,1,N
155,Birds,Large Birds of Prey,Brown Snake Eagle,Circaetus cinereus,142a.png,"  Large; all dark brown; underwing brown in front, silvery white behind; eyes large, yellow; legs white, naked. Savanna. Mainly subtropical to tropical. Uncommon to fairly common resident.",1,N
156,Birds,Large Birds of Prey,Black-chested Snake Eagle,Circaetus pectoralis,143a.png,"  Large; above, head and breast black; belly and underwing and undertail white; flight and tail feathers banded with black; legs white, naked. Most habitats, except dense woodland and forest. Widespread. Uncommon resident or local migrant.",1,N
157,Birds,Large Birds of Prey,Southern Banded Snake Eagle,Circaetus fasciolatus,144a.png,"  Medium to large; greyish brown, darker above; belly finely barred with white; face owl-like; eyes yellow; tail has 2 white bars, 3 dark bars, extends beyond wingtips at rest. Forest, riverine woodland. Extreme E from KwaZulu-Natal northwards. Rare resident.",1,N
158,Birds,Large Birds of Prey,Bateleur,Terathopius ecaudatus,146a.png,"  Large; mostly black; upper back and tail chestnut; wing coverts grey; underwing white with black tip and trailing edge; tail very short; naked face and legs bright red. Savanna. Mainly tropical. Common resident, especially in game reserves.",1,N
159,Birds,Vultures,Palm-nut Vulture,Gypohierax angolensis,147a.png,"  Medium to large; mostly white; wingtips, secondaries and tail black; bare facial skin red or orange. Coastal lowlands with Raffia Palms. Eastern littoral. Rare and localized resident. ",1,N
160,Birds,Large Birds of Prey,African Fish Eagle,Haliaeetus vocifer,148a.png,  Large; head and tail white; belly dark maroon or chestnut; back blackish; underwing dark. Voice loud yelping WHOW-kayow-kwow; highly vocal. Inland and coastal waters. Widespread. Common resident. ,1,N
161,Birds,Large Birds of Prey,Common (Steppe) Buzzard,Buteo buteo,149a.png,"  Medium; highly variable; streaked and mottled brown; broad pale band across chest; tail washed rufous; underwing dark in front, pale behind, lightly banded and edged with blackish; wings and tail broad. Open grassland, farmland, savanna. Widespread except in desert. Common Nonbr Palaearctic migrant.",1,N
162,Birds,Large Birds of Prey,Forest Buzzard,Buteo trizonatus,150a.png,"  Medium; similar to Steppe Buzzard, but often paler below. Forest, foothills of extreme s and e South Africa. Uncommon localized resident.",1,N
163,Birds,Large Birds of Prey,Jackal Buzzard,Buteo rufofuscus,152a.png,"  Medium; head, upper breast and back slaty black; lower breast rich chestnut bordered white above; belly barred black and white; tail rufous; underwing black with broad white band. Voice jackal-like yelp, keow. Mountains, arid regions in S and W. Locally common resident.",1,N
164,Birds,Large Birds of Prey,Lizard Buzzard,Kaupifalco monogrammicus,154a.png,"  Medium; mostly light grey; belly finely barred grey and white; throat white with vertical black stripe; tail blackish with 1 broad white bar; cere and legs orange-red; rump white. Savanna, woodland. Mainly subtropical to tropical. Fairly common resident.",1,N
165,Birds,Medium Birds of Prey,Rufous-breasted Sparrowhawk,Accipiter rufiventris,155a.png,  Medium; above slate; below plain rufous; no pale eyebrow; wings and tail boldly barred black and white. Mixed montane forest and grassland mosaic. Mainly s and e regions. Uncommon resident.,1,N
166,Birds,Medium Birds of Prey,Ovambo Sparrowhawk,Accipiter ovampensis,156a.png,"  Medium; above plain grey; rump grey; below finely barred white and brown; tail black with 3 narrow white bands and tip; uppertail looks dark with 3 small central white spots. Rare black form is wholly black; tail banded black and white; legs and cere yellow. Woodland, savanna. Mainly highveld to tropical. Uncommon resident.",1,N
167,Birds,Medium Birds of Prey,Little Sparrowhawk,Accipiter minullus,157a.png,"  Small; above dark grey; rump broadly white; below white, finely barred rufous brown; uppertail dark with 2 central white spots and narrow white tip; undertail white with 3 dark bars. Woodland, forest. Widespread except in arid regions.",1,N
168,Birds,Medium Birds of Prey,Black Sparrowhawk,Accipiter melanoleucus,158a.png,"  Medium; above black; belly white with black flanks (rarely all black with white throat); underwing and undertail white, barred black. Forest, woodland, kloofs. Widespread in S, E and N. Fairly common resident.",1,N
169,Birds,Medium Birds of Prey,Shikra,Accipiter badius,159a.png,"  Small; above bluegrey, including rump and tail; below white, finely barred rufous; undertail boldly barred black and white; underwing white, barred russet; legs yellow. Woodland, savanna. Mainly tropical. Common resident.",1,N
170,Birds,Medium Birds of Prey,African Goshawk,Accipiter tachiro,160a.png,"  Medium; above dark slate blue, including rump; uppertail dark with small white ""eyespots""; below white, barred brown or rufous; undertail pale with 4 dark bars; underwing white, finely barred brown. Displays in high cruising flight with slowly repeated whit, whit calls. Forest. Widespread in S, E and N. Common resident.",1,N
